Cn,Ch,Zy,Py
08647,蠢,ㄔㄨㄣˇ,chǔn
08648,囪,(二)ㄔㄨㄤ,(二)chuāng
08649,窗,ㄔㄨㄤ,chuāng
08650,創,(二)ㄔㄨㄤ,(二)chuāng
08651,瘡,ㄔㄨㄤ,chuāng
08652,摐,ㄔㄨㄤ,chuāng
08653,疒,ㄔㄨㄤˊ,chuáng
08654,床,ㄔㄨㄤˊ,chuáng
08655,撞,(二)（讀音）ㄔㄨㄤˊ,(二)（讀音）chuáng
08656,噇,ㄔㄨㄤˊ,chuáng
08657,幢,(一)ㄔㄨㄤˊ,(一)chuáng
08658,橦,(二)ㄔㄨㄤˊ,(二)chuáng
08659,搶,(三)（又音）ㄔㄨㄤˇ,(三)（又音）chuǎng
08660,闖,(二)ㄔㄨㄤˇ,(二)chuǎng
08661,刱,ㄔㄨㄤˋ,chuàng
08662,凔,ㄔㄨㄤˋ,chuàng
08663,創,(一)ㄔㄨㄤˋ,(一)chuàng
08664,愴,ㄔㄨㄤˋ,chuàng
08665,闖,(三)ㄔㄨㄤˋ,(三)chuàng
08666,充,ㄔㄨㄥ,chōng
08667,茺,ㄔㄨㄥ,chōng
08668,沖,ㄔㄨㄥ,chōng
08669,忡,ㄔㄨㄥ,chōng
08670,翀,ㄔㄨㄥ,chōng
08671,舂,ㄔㄨㄥ,chōng
08672,憃,ㄔㄨㄥ,chōng
08673,憧,ㄔㄨㄥ,chōng
08674,橦,(三)ㄔㄨㄥ,(三)chōng
08675,罿,(二)（又音）ㄔㄨㄥ,(二)（又音）chōng
08676,衝,(一)ㄔㄨㄥ,(一)chōng
08677,虫,(二)ㄔㄨㄥˊ,(二)chóng
08678,蟲,ㄔㄨㄥˊ,chóng
08679,种,(一)ㄔㄨㄥˊ,(一)chóng
08680,重,(二)ㄔㄨㄥˊ,(二)chóng
08681,崇,ㄔㄨㄥˊ,chóng
08682,寵,ㄔㄨㄥˇ,chǒng
08683,尰,(二)（又音）ㄔㄨㄥˋ,(二)（又音）chòng
08684,銃,ㄔㄨㄥˋ,chòng
08685,衝,(二)ㄔㄨㄥˋ,(二)chòng
08686,尸,ㄕ,shī
08687,屍,ㄕ,shī
08688,鳲,ㄕ,shī
08689,失,ㄕ,shī
08690,虱,ㄕ,shī
08691,施,(一)ㄕ,(一)shī
08692,絁,ㄕ,shī
08693,葹,ㄕ,shī
08694,邿,ㄕ,shī
08695,詩,ㄕ,shī
08696,拾,(三)ㄕ,(三)shī
08697,師,ㄕ,shī
08698,獅,ㄕ,shī
08699,蒒,ㄕ,shī
08700,溼,ㄕ,shī
08701,蓍,ㄕ,shī
08702,蝨,ㄕ,shī
08703,濕,(一)ㄕ,(一)shī
08704,褷,ㄕ,shī
08705,釃,(一)ㄙ,(一)sī
08706,十,ㄕˊ,shí
08707,什,(一)ㄕˊ,(一)shí
08708,石,(一)ㄕˊ,(一)shí
08709,祏,ㄕˊ,shí
08710,碩,(二)（又音）ㄕˊ,(二)（又音）shí
08711,鼫,ㄕˊ,shí
08712,拾,(一)ㄕˊ,(一)shí
08713,食,(一)ㄕˊ,(一)shí
08714,蝕,ㄕˊ,shí
08715,時,ㄕˊ,shí
08716,塒,ㄕˊ,shí
08717,蒔,ㄕˊ,shí
08718,鰣,ㄕˊ,shí
08719,射,(二)ㄕˊ,(二)shí
08720,湜,ㄕˊ,shí
08721,寔,ㄕˊ,shí
08722,提,(三)ㄕˊ,(三)shí
08723,實,ㄕˊ,shí
08724,史,ㄕˇ,shǐ
08725,使,(一)ㄕˇ,(一)shǐ
08726,駛,ㄕˇ,shǐ
08727,矢,ㄕˇ,shǐ
08728,弛,(一)ㄕˇ,(一)shǐ
08729,豕,ㄕˇ,shǐ
08730,始,(一)ㄕˇ,(一)shǐ
08731,屎,(一)ㄕˇ,(一)shǐ
08732,縰,ㄕˇ,shǐ
08733,纚,ㄕˇ,shǐ
08734,士,ㄕˋ,shì
08735,仕,ㄕˋ,shì
08736,氏,(一)ㄕˋ,(一)shì
08737,舐,ㄕˋ,shì
08738,市,ㄕˋ,shì
08739,柿,ㄕˋ,shì
08740,鈰,ㄕˋ,shì
08741,示,(二)ㄕˋ,(二)shì
08742,視,ㄕˋ,shì
08743,世,ㄕˋ,shì
08744,貰,ㄕˋ,shì
08745,忕,(二)ㄕˋ,(二)shì
08746,式,ㄕˋ,shì
08747,拭,ㄕˋ,shì
08748,栻,ㄕˋ,shì
08749,試,ㄕˋ,shì
08750,軾,ㄕˋ,shì
08751,弒,ㄕˋ,shì
08752,事,ㄕˋ,shì
08753,侍,ㄕˋ,shì
08754,恃,ㄕˋ,shì
08755,使,(二)ㄕˋ,(二)shì
08756,始,(二)ㄕˋ,(二)shì
08757,室,ㄕˋ,shì
08758,是,ㄕˋ,shì
08759,徥,ㄕˋ,shì
08760,翨,ㄕˋ,shì
08761,諟,ㄕˋ,shì
08762,埶,(二)ㄕˋ,(二)shì
08763,勢,ㄕˋ,shì
08764,逝,ㄕˋ,shì
08765,誓,ㄕˋ,shì
08766,豉,(一)（讀音）ㄕˋ,(一)（讀音）shì
08767,睗,ㄕˋ,shì
08768,嗜,ㄕˋ,shì
08769,筮,ㄕˋ,shì
08770,澨,ㄕˋ,shì
08771,噬,ㄕˋ,shì
08772,簭,ㄕˋ,shì
08773,飾,ㄕˋ,shì
08774,適,(一)ㄕˋ,(一)shì
08775,奭,ㄕˋ,shì
08776,襫,ㄕˋ,shì
08777,僿,ㄕˋ,shì
08778,諡,ㄕˋ,shì
08779,螫,(二)（讀音）ㄕˋ,(二)（讀音）shì
08780,識,(一)ㄕˋ,(一)shì
08781,釋,ㄕˋ,shì
08782,匙,(二)˙ㄕ,(二)shi
08783,沙,ㄕㄚ,shā
08784,砂,ㄕㄚ,shā
08785,唦,ㄕㄚ,shā
08786,猀,ㄕㄚ,shā
08787,紗,ㄕㄚ,shā
08789,莎,(二)ㄕㄚ,(二)shā
08790,痧,ㄕㄚ,shā
08791,裟,ㄕㄚ,shā
08792,魦,ㄕㄚ,shā
08793,鯊,ㄕㄚ,shā
08794,杉,(二)（語音）ㄕㄚ,(二)（語音）shā
08795,剎,(二)ㄕㄚ,(二)shā
08796,殺,(一)ㄕㄚ,(一)shā
08797,摋,(二)ㄕㄚ,(二)shā
08798,蔱,ㄕㄚ,shā
08799,鎩,(一)ㄕㄚ,(一)shā
08800,煞,(二)ㄕㄚ,(二)shā
08801,啥,ㄕㄚˊ,shá
08802,傻,ㄕㄚˇ,shǎ
08803,唼,(二)ㄕㄚˋ,(二)shà
08804,翣,ㄕㄚˋ,shà
08805,霎,ㄕㄚˋ,shà
08806,啑,(一)ㄕㄚˋ,(一)shà
08807,萐,ㄕㄚˋ,shà
08808,箑,(一)ㄕㄚˋ,(一)shà
08809,殺,(三)ㄕㄚˋ,(三)shà
08810,喢,ㄕㄚˋ,shà
08811,歃,ㄕㄚˋ,shà
08812,廈,(二)（語音）ㄕㄚˋ,(二)（語音）shà
08813,嗄,(一)ㄕㄚˋ,(一)shà
08814,煞,(一)ㄕㄚˋ,(一)shà
08815,翜,ㄕㄚˋ,shà
08816,挲,(二)˙ㄕㄚ,(二)sha
08817,奓,(二)ㄕㄜ,(二)shē
08818,奢,ㄕㄜ,shē
08819,畬,(二)ㄕㄜ,(二)shē
08820,賒,ㄕㄜ,shē
08821,什,(三)（又音）ㄕㄜˊ,(三)（又音）shé
08822,舌,ㄕㄜˊ,shé
08823,折,(二)ㄕㄜˊ,(二)shé
08824,佘,ㄕㄜˊ,shé
08825,甚,(三)（又音）ㄕㄜˊ,(三)（又音）shé
08826,蛇,(一)ㄕㄜˊ,(一)shé
08827,揲,ㄕㄜˊ,shé
08828,闍,(二)ㄕㄜˊ,(二)shé
08829,舍,(二)ㄕㄜˇ,(二)shě
08830,捨,ㄕㄜˇ,shě
08831,色,(三)ㄕㄜˋ,(三)shè
08832,社,ㄕㄜˋ,shè
08833,舍,(一)ㄕㄜˋ,(一)shè
08834,猞,ㄕㄜˋ,shè
08835,拾,(二)ㄕㄜˋ,(二)shè
08836,涉,ㄕㄜˋ,shè
08837,庫,(二)ㄕㄜˋ,(二)shè
08838,射,(一)ㄕㄜˋ,(一)shè
08839,麝,ㄕㄜˋ,shè
08840,設,ㄕㄜˋ,shè
08841,蔎,ㄕㄜˋ,shè
08842,赦,ㄕㄜˋ,shè
08843,葉,(二)ㄕㄜˋ,(二)shè
08844,韘,ㄕㄜˋ,shè
08845,摵,ㄕㄜˋ,shè
08846,歙,(二)ㄕㄜˋ,(二)shè
08847,灄,ㄕㄜˋ,shè
08848,懾,(二)（又音）ㄕㄜˋ,(二)（又音）shè
08849,攝,(一)ㄕㄜˋ,(一)shè
08850,&9058._104_0.gif;,ㄕㄜˋ,shè
08851,篩,ㄕㄞ,shāi
08852,色,(二)ㄕㄞˇ,(二)shǎi
08853,骰,(二)（語音）ㄕㄞˇ,(二)（語音）shǎi
08854,晒,ㄕㄞˋ,shài
08855,殺,(二)ㄕㄞˋ,(二)shài
08856,鎩,(二)（又音）ㄕㄞˋ,(二)（又音）shài
08857,誰,(一)（語音）ㄕㄟˊ,(一)（語音）shéi
08858,捎,(一)ㄕㄠ,(一)shāo
08859,弰,ㄕㄠ,shāo
08860,梢,ㄕㄠ,shāo
08861,稍,(一)ㄕㄠ,(一)shāo
08862,旓,ㄕㄠ,shāo
08863,萷,(一)ㄕㄠ,(一)shāo
08864,蛸,(二)ㄕㄠ,(二)shāo
08865,筲,ㄕㄠ,shāo
08866,艄,ㄕㄠ,shāo
08867,鞘,(二)ㄕㄠ,(二)shāo
08868,&4230_.png;,ㄕㄠ,shāo
08869,髾,ㄕㄠ,shāo
08870,&B03204-001_.png;,ㄕㄠ,shāo
08871,燒,ㄕㄠ,shāo
08872,勺,(一)ㄕㄠˊ,(一)sháo
08873,杓,(二)ㄕㄠˊ,(二)sháo
08874,芍,(一)（語音）ㄕㄠˊ,(一)（語音）sháo
08875,招,(二)ㄕㄠˊ,(二)sháo
08876,韶,ㄕㄠˊ,sháo
08877,少,(一)ㄕㄠˇ,(一)shǎo
08878,少,(二)ㄕㄠˋ,(二)shào
08879,召,(二)ㄕㄠˋ,(二)shào
08880,卲,ㄕㄠˋ,shào
08881,劭,ㄕㄠˋ,shào
08882,邵,ㄕㄠˋ,shào
08883,袑,ㄕㄠˋ,shào
08884,紹,ㄕㄠˋ,shào
08885,捎,(二)ㄕㄠˋ,(二)shào
08886,哨,ㄕㄠˋ,shào
08887,稍,(二)（又音）ㄕㄠˋ,(二)（又音）shào
08888,潲,ㄕㄠˋ,shào
08889,收,ㄕㄡ,shōu
08890,熟,(二)（語音）ㄕㄡˊ,(二)（語音）shóu
08891,手,ㄕㄡˇ,shǒu
08892,掱,ㄕㄡˇ,shǒu
08893,守,(一)ㄕㄡˇ,(一)shǒu
08894,首,ㄕㄡˇ,shǒu
08895,艏,ㄕㄡˇ,shǒu
08896,守,(二)ㄕㄡˋ,(二)shòu
08897,狩,ㄕㄡˋ,shòu
08898,受,ㄕㄡˋ,shòu
08899,授,ㄕㄡˋ,shòu
08900,綬,ㄕㄡˋ,shòu
08901,售,ㄕㄡˋ,shòu
08902,壽,ㄕㄡˋ,shòu
08903,瘦,ㄕㄡˋ,shòu
08904,獸,ㄕㄡˋ,shòu
08905,山,ㄕㄢ,shān
08906,舢,ㄕㄢ,shān
08907,彡,ㄕㄢ,shān
08908,杉,(一)（讀音）ㄕㄢ,(一)（讀音）shān
08909,衫,ㄕㄢ,shān
08910,髟,(二)ㄕㄢ,(二)shān
08911,釤,(二)ㄕㄢ,(二)shān
08912,刪,ㄕㄢ,shān
08913,姍,(一)ㄕㄢ,(一)shān
08914,珊,ㄕㄢ,shān
08915,跚,ㄕㄢ,shān
08916,芟,ㄕㄢ,shān
08917,苫,ㄕㄢ,shān
08918,笘,ㄕㄢ,shān
08919,扇,(二)ㄕㄢ,(二)shān
08920,搧,ㄕㄢ,shān
08921,煽,ㄕㄢ,shān
08922,埏,(二)ㄕㄢ,(二)shān
08923,摻,(一)ㄕㄢ,(一)shān
08924,襂,ㄕㄢ,shān
08925,縿,ㄕㄢ,shān
08926,潸,ㄕㄢ,shān
08927,蔪,(二)ㄕㄢ,(二)shān
08927A,膻,(一)ㄕㄢ,(一)shān
08928,羶,ㄕㄢ,shān
08929,閃,ㄕㄢˇ,shǎn
08930,陝,ㄕㄢˇ,shǎn
08931,睒,ㄕㄢˇ,shǎn
08932,摻,(二)ㄕㄢˇ,(二)shǎn
08933,汕,ㄕㄢˋ,shàn
08934,疝,ㄕㄢˋ,shàn
08935,訕,ㄕㄢˋ,shàn
08936,赸,ㄕㄢˋ,shàn
08937,柵,(二)（又音）ㄕㄢˋ,(二)（又音）shàn
08938,剡,(二)ㄕㄢˋ,(二)shàn
08939,掞,(一)ㄕㄢˋ,(一)shàn
08940,扇,(一)ㄕㄢˋ,(一)shàn
08941,騸,ㄕㄢˋ,shàn
08942,釤,(一)ㄕㄢˋ,(一)shàn
08943,善,ㄕㄢˋ,shàn
08944,鄯,ㄕㄢˋ,shàn
08945,墡,ㄕㄢˋ,shàn
08946,膳,ㄕㄢˋ,shàn
08947,繕,ㄕㄢˋ,shàn
08948,鱔,ㄕㄢˋ,shàn
08949,單,(二)ㄕㄢˋ,(二)shàn
08950,墠,ㄕㄢˋ,shàn
08951,撣,(二)ㄕㄢˋ,(二)shàn
08952,樿,(一)ㄕㄢˋ,(一)shàn
08953,禪,(二)ㄕㄢˋ,(二)shàn
08954,摲,ㄕㄢˋ,shàn
08955,儃,(三)ㄕㄢˋ,(三)shàn
08956,擅,ㄕㄢˋ,shàn
08957,嬗,ㄕㄢˋ,shàn
08958,蟺,(一)ㄕㄢˋ,(一)shàn
08959,鱣,(二)ㄕㄢˋ,(二)shàn
08960,贍,ㄕㄢˋ,shàn
08961,申,ㄕㄣ,shēn
08962,伸,ㄕㄣ,shēn
08963,呻,ㄕㄣ,shēn
08964,氠,ㄕㄣ,shēn
08965,胂,ㄕㄣ,shēn
08966,砷,ㄕㄣ,shēn
08967,紳,ㄕㄣ,shēn
08968,身,(一)ㄕㄣ,(一)shēn
08969,鯓,ㄕㄣ,shēn
08970,侁,ㄕㄣ,shēn
08971,詵,ㄕㄣ,shēn
08972,駪,ㄕㄣ,shēn
08973,籸,ㄕㄣ,shēn
08974,信,(二)ㄕㄣ,(二)shēn
08975,甡,ㄕㄣ,shēn
08976,娠,(一)ㄕㄣ,(一)shēn
08977,深,ㄕㄣ,shēn
08978,莘,(一)ㄕㄣ,(一)shēn
08979,參,(二)ㄕㄣ,(二)shēn
08980,蔘,(一)ㄕㄣ,(一)shēn
08981,棽,ㄕㄣ,shēn
08982,燊,ㄕㄣ,shēn
08983,什,(二)ㄕㄣˊ,(二)shén
08984,甚,(二)ㄕㄣˊ,(二)shén
08985,神,ㄕㄣˊ,shén
08986,沈,(二)ㄕㄣˇ,(二)shěn
08987,邥,ㄕㄣˇ,shěn
08988,哂,ㄕㄣˇ,shěn
08989,矧,ㄕㄣˇ,shěn
08990,淰,(二)ㄕㄣˇ,(二)shěn
08991,諗,ㄕㄣˇ,shěn
08992,審,ㄕㄣˇ,shěn
08993,瀋,ㄕㄣˇ,shěn
08994,嬸,ㄕㄣˇ,shěn
08995,讅,ㄕㄣˇ,shěn
08996,瞫,ㄕㄣˇ,shěn
08997,抻,(一)ㄕㄣˋ,(一)shèn
08998,甚,(一)ㄕㄣˋ,(一)shèn
08999,椹,(二)ㄕㄣˋ,(二)shèn
09000,葚,(一)（語音）ㄕㄣˋ,(一)（語音）shèn
09001,脤,ㄕㄣˋ,shèn
09002,蜃,ㄕㄣˋ,shèn
09003,腎,ㄕㄣˋ,shèn
09004,滲,ㄕㄣˋ,shèn
09005,慎,ㄕㄣˋ,shèn
09006,商,ㄕㄤ,shāng
09007,蔏,ㄕㄤ,shāng
09008,湯,(二)ㄕㄤ,(二)shāng
09009,愓,ㄕㄤ,shāng
09010,傷,ㄕㄤ,shāng
09011,殤,ㄕㄤ,shāng
09012,觴,ㄕㄤ,shāng
09013,鬺,ㄕㄤ,shāng
09014,裳,(二)（又音）ㄕㄤ,(二)（又音）shāng
09015,上,(二)ㄕㄤˇ,(二)shǎng
09016,晌,ㄕㄤˇ,shǎng
09017,賞,ㄕㄤˇ,shǎng
09018,上,(一)ㄕㄤˋ,(一)shàng
09019,尚,ㄕㄤˋ,shàng
09020,蠰,(一)ㄕㄤˋ,(一)shàng
09021,升,ㄕㄥ,shēng
09022,昇,ㄕㄥ,shēng
09023,陞,ㄕㄥ,shēng
09024,生,ㄕㄥ,shēng
09025,狌,(一)ㄕㄥ,(一)shēng
09026,牲,ㄕㄥ,shēng
09027,胜,ㄕㄥ,shēng
09028,笙,ㄕㄥ,shēng
09029,甥,ㄕㄥ,shēng
09030,勝,(二)ㄕㄥ,(二)shēng
09031,聲,ㄕㄥ,shēng
09032,澠,(二)ㄕㄥˊ,(二)shéng
09033,繩,ㄕㄥˊ,shéng
09034,冼,(一)ㄕㄥˇ,(一)shěng
09035,省,(一)ㄕㄥˇ,(一)shěng
09036,眚,ㄕㄥˇ,shěng
09037,晟,(一)ㄕㄥˋ,(一)shèng
09038,盛,(二)ㄕㄥˋ,(二)shèng
09039,乘,(二)ㄕㄥˋ,(二)shèng
09040,剩,ㄕㄥˋ,shèng
09041,嵊,ㄕㄥˋ,shèng
09042,勝,(一)ㄕㄥˋ,(一)shèng
09043,賸,ㄕㄥˋ,shèng
09044,聖,ㄕㄥˋ,shèng
09045,殳,ㄕㄨ,shū
09046,疋,(三)ㄕㄨ,(三)shū
09047,抒,ㄕㄨ,shū
09048,紓,ㄕㄨ,shū
09049,舒,ㄕㄨ,shū
09050,洙,(二)（又音）ㄕㄨ,(二)（又音）shū
09051,姝,ㄕㄨ,shū
09052,殊,ㄕㄨ,shū
09053,俞,(三)ㄕㄨ,(三)shū
09054,毹,(二)（又音）ㄕㄨ,(二)（又音）shū
09055,輸,ㄕㄨ,shū
09056,梳,ㄕㄨ,shū
09057,疏,(一)ㄕㄨ,(一)shū
09058,蔬,(一)ㄕㄨ,(一)shū
09059,書,ㄕㄨ,shū
09060,荼,(二)ㄕㄨ,(二)shū
09061,綀,ㄕㄨ,shū
09062,摴,ㄕㄨ,shū
09063,樗,ㄕㄨ,shū
09064,樞,ㄕㄨ,shū
09065,攄,ㄕㄨ,shū
09066,朱,(二)ㄕㄨˊ,(二)shú
09067,叔,ㄕㄨˊ,shú
09068,淑,ㄕㄨˊ,shú
09069,菽,ㄕㄨˊ,shú
09070,秫,ㄕㄨˊ,shú
09071,孰,ㄕㄨˊ,shú
09072,塾,ㄕㄨˊ,shú
09073,熟,(一)（讀音）ㄕㄨˊ,(一)（讀音）shú
09074,襡,ㄕㄨˊ,shú
09075,贖,ㄕㄨˊ,shú
09076,暑,ㄕㄨˇ,shǔ
09077,署,(一)ㄕㄨˇ,(一)shǔ
09078,薯,ㄕㄨˇ,shǔ
09079,糬,ㄕㄨˇ,shǔ
09080,藷,(二)ㄕㄨˇ,(二)shǔ
09081,黍,ㄕㄨˇ,shǔ
09082,蜀,ㄕㄨˇ,shǔ
09083,屬,(一)ㄕㄨˇ,(一)shǔ
09084,鼠,ㄕㄨˇ,shǔ
09085,癙,ㄕㄨˇ,shǔ
09086,數,(二)ㄕㄨˇ,(二)shǔ
09087,戍,ㄕㄨˋ,shù
09088,束,ㄕㄨˋ,shù
09089,漱,(一)（讀音）ㄕㄨˋ,(一)（讀音）shù
09090,沭,ㄕㄨˋ,shù
09091,述,ㄕㄨˋ,shù
09092,術,(一)ㄕㄨˋ,(一)shù
09093,鉥,ㄕㄨˋ,shù
09094,恕,ㄕㄨˋ,shù
09095,庶,ㄕㄨˋ,shù
09096,倏,ㄕㄨˋ,shù
09097,翛,(二)ㄕㄨˋ,(二)shù
09098,儵,ㄕㄨˋ,shù
09099,疏,(三)ㄕㄨˋ,(三)shù
09100,尌,ㄕㄨˋ,shù
09101,澍,ㄕㄨˋ,shù
09102,樹,ㄕㄨˋ,shù
09103,裋,ㄕㄨˋ,shù
09104,豎,ㄕㄨˋ,shù
09105,署,(二)ㄕㄨˋ,(二)shù
09106,曙,ㄕㄨˋ,shù
09107,腧,(一)ㄕㄨˋ,(一)shù
09108,墅,ㄕㄨˋ,shù
09109,數,(一)ㄕㄨˋ,(一)shù
09110,籔,(一)ㄕㄨˋ,(一)shù
09111,刷,(一)ㄕㄨㄚ,(一)shuā
09112,耍,ㄕㄨㄚˇ,shuǎ
09113,刷,(二)ㄕㄨㄚˋ,(二)shuà
09114,說,(一)ㄕㄨㄛ,(一)shuō
09115,勺,(三)ㄕㄨㄛˋ,(三)shuò
09116,妁,ㄕㄨㄛˋ,shuò
09117,芍,(二)（讀音）ㄕㄨㄛˋ,(二)（讀音）shuò
09118,帥,(二)（讀音）ㄕㄨㄛˋ,(二)（讀音）shuò
09119,朔,ㄕㄨㄛˋ,shuò
09120,搠,ㄕㄨㄛˋ,shuò
09121,嗍,ㄕㄨㄛˋ,shuò
09122,槊,ㄕㄨㄛˋ,shuò
09123,蒴,ㄕㄨㄛˋ,shuò
09124,率,(二)ㄕㄨㄛˋ,(二)shuò
09125,蟀,(二)（讀音）ㄕㄨㄛˋ,(二)（讀音）shuò
09126,欶,(一)ㄕㄨㄛˋ,(一)shuò
09127,萷,(二)ㄕㄨㄛˋ,(二)shuò
09128,箾,ㄕㄨㄛˋ,shuò
09129,碩,(一)ㄕㄨㄛˋ,(一)shuò
09130,數,(三)ㄕㄨㄛˋ,(三)shuò
09131,獡,ㄕㄨㄛˋ,shuò
09132,爍,ㄕㄨㄛˋ,shuò
09133,鑠,ㄕㄨㄛˋ,shuò
09134,衰,(一)ㄕㄨㄞ,(一)shuāi
09135,摔,ㄕㄨㄞ,shuāi
09136,甩,ㄕㄨㄞˇ,shuǎi
09137,帥,(一)（語音）ㄕㄨㄞˋ,(一)（語音）shuài
09138,率,(一)ㄕㄨㄞˋ,(一)shuài
09139,蟀,(一)（語音）ㄕㄨㄞˋ,(一)（語音）shuài
09140,誰,(二)（讀音）ㄕㄨㄟˊ,(二)（讀音）shuí
09141,水,ㄕㄨㄟˇ,shuǐ
09142,涗,ㄕㄨㄟˋ,shuì
09143,帨,ㄕㄨㄟˋ,shuì
09144,稅,ㄕㄨㄟˋ,shuì
09145,蛻,(二)（又音）ㄕㄨㄟˋ,(二)（又音）shuì
09146,說,(二)ㄕㄨㄟˋ,(二)shuì
09147,睡,ㄕㄨㄟˋ,shuì
09148,拴,ㄕㄨㄢ,shuān
09149,栓,ㄕㄨㄢ,shuān
09150,閂,ㄕㄨㄢ,shuān
09151,涮,ㄕㄨㄢˋ,shuàn
09152,諼,(二)ㄕㄨㄢˋ,(二)shuàn
09153,踹,(一)ㄕㄨㄢˋ,(一)shuàn
09154,吮,ㄕㄨㄣˇ,shǔn
09155,盾,(二)（又音）ㄕㄨㄣˇ,(二)（又音）shǔn
09156,楯,ㄕㄨㄣˇ,shǔn
09157,&4022_.png;,ㄕㄨㄣˋ,shùn
09158,舜,ㄕㄨㄣˋ,shùn
09159,蕣,ㄕㄨㄣˋ,shùn
09160,瞬,ㄕㄨㄣˋ,shùn
09161,順,ㄕㄨㄣˋ,shùn
09162,瞚,ㄕㄨㄣˋ,shùn
09163,瞤,ㄕㄨㄣˋ,shùn
09164,霜,ㄕㄨㄤ,shuāng
09165,孀,ㄕㄨㄤ,shuāng
09166,驦,ㄕㄨㄤ,shuāng
09167,雙,(一)ㄕㄨㄤ,(一)shuāng
09168,䉶,ㄕㄨㄤ,shuāng
09169,艭,ㄕㄨㄤ,shuāng
09170,&281ef_.png;,ㄕㄨㄤ,shuāng
09171,瀧,(二)ㄕㄨㄤ,(二)shuāng
09172,鷞,ㄕㄨㄤ,shuāng
09173,爽,ㄕㄨㄤˇ,shuǎng
09174,塽,ㄕㄨㄤˇ,shuǎng
09175,雙,(二)ㄕㄨㄤˋ,(二)shuàng
09176,入,(二)ㄖˋ,(二)rì
09177,日,(一)ㄖˋ,(一)rì
09178,馹,ㄖˋ,rì
09179,若,(二)ㄖㄜˇ,(二)rě
09180,喏,(一)ㄖㄜˇ,(一)rě
09181,惹,ㄖㄜˇ,rě
09182,熱,ㄖㄜˋ,rè
09183,爇,(二)（又音）ㄖㄜˋ,(二)（又音）rè
09184,嬈,(一)ㄖㄠˊ,(一)ráo
09185,蕘,ㄖㄠˊ,ráo
09186,襓,ㄖㄠˊ,ráo
09187,蟯,ㄖㄠˊ,ráo
09188,饒,ㄖㄠˊ,ráo
09189,嬈,(二)ㄖㄠˇ,(二)rǎo
09190,擾,ㄖㄠˇ,rǎo
09191,遶,ㄖㄠˋ,rào
09192,繞,ㄖㄠˋ,rào
09193,厹,(一)ㄖㄡˊ,(一)róu
09194,禸,ㄖㄡˊ,róu
09195,柔,ㄖㄡˊ,róu
09196,揉,ㄖㄡˊ,róu
09197,輮,ㄖㄡˊ,róu
09198,蹂,ㄖㄡˊ,róu
09199,鞣,ㄖㄡˊ,róu
09200,煣,ㄖㄡˊ,róu
09201,糅,ㄖㄡˇ,rǒu
09202,肉,(一)ㄖㄡˋ,(一)ròu
09203,呥,ㄖㄢˊ,rán
09204,袡,ㄖㄢˊ,rán
09206,髯,ㄖㄢˊ,rán
09207,然,ㄖㄢˊ,rán
09208,燃,ㄖㄢˊ,rán
09209,冉,ㄖㄢˇ,rǎn
09210,姌,ㄖㄢˇ,rǎn
09211,苒,ㄖㄢˇ,rǎn
09212,染,ㄖㄢˇ,rǎn
09213,橪,ㄖㄢˇ,rǎn
09214,人,ㄖㄣˊ,rén
09215,儿,ㄖㄣˊ,rén
09216,壬,ㄖㄣˊ,rén
09217,任,(二)ㄖㄣˊ,(二)rén
09218,妊,(二)（又音）ㄖㄣˊ,(二)（又音）rén
09219,紝,(二)（又音）ㄖㄣˊ,(二)（又音）rén
09220,鵀,ㄖㄣˊ,rén
09221,仁,ㄖㄣˊ,rén
09222,忍,ㄖㄣˇ,rěn
09223,荵,ㄖㄣˇ,rěn
09224,荏,ㄖㄣˇ,rěn
09225,腍,ㄖㄣˇ,rěn
09226,稔,ㄖㄣˇ,rěn
09227,刃,ㄖㄣˋ,rèn
09228,仞,ㄖㄣˋ,rèn
09229,牣,ㄖㄣˋ,rèn
09230,肕,ㄖㄣˋ,rèn
09231,紉,ㄖㄣˋ,rèn
09232,訒,ㄖㄣˋ,rèn
09233,軔,ㄖㄣˋ,rèn
09234,韌,ㄖㄣˋ,rèn
09235,認,ㄖㄣˋ,rèn
09236,任,(一)ㄖㄣˋ,(一)rèn
09237,妊,(一)ㄖㄣˋ,(一)rèn
09238,衽,ㄖㄣˋ,rèn
09239,恁,(一)ㄖㄣˋ,(一)rèn
09240,紝,(一)ㄖㄣˋ,(一)rèn
09241,飪,ㄖㄣˋ,rèn
09242,賃,(二)（讀音）ㄖㄣˋ,(二)（讀音）rèn
09243,葚,(二)（讀音）ㄖㄣˋ,(二)（讀音）rèn
09244,嚷,(二)ㄖㄤ,(二)rāng
09245,勷,(一)ㄖㄤˊ,(一)ráng
09246,儴,ㄖㄤˊ,ráng
09247,瀼,(一)ㄖㄤˊ,(一)ráng
09248,攘,(二)ㄖㄤˊ,(二)ráng
09249,蘘,ㄖㄤˊ,ráng
09250,瓤,ㄖㄤˊ,ráng
09251,禳,ㄖㄤˊ,ráng
09252,穰,(一)ㄖㄤˊ,(一)ráng
09253,鑲,(二)ㄖㄤˊ,(二)ráng
09254,壤,ㄖㄤˇ,rǎng
09255,攘,(一)ㄖㄤˇ,(一)rǎng
09256,嚷,(一)ㄖㄤˇ,(一)rǎng
09257,穰,(二)ㄖㄤˇ,(二)rǎng
09258,蠰,(二)ㄖㄤˇ,(二)rǎng
